,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,distance,distance_km,ev_network_ids,federal_agency
945,public,24 hours daily,,,2024-04-09,,ELEC,Public,86243,,2017-08-04,,,E,,DOCKSIDE DOCKSIDE 1,888-758-4389,2024-04-09T02:47:21Z,GPS,39.938982,-75.141357,Philadelphia,US,,,PA,717 S Christopher Columbus Blvd,19147,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.2395,0.38544,"{'station': ['USCPIL191347'], 'posts': ['258387', '258389']}",
946,public,24 hours daily,,A D M V,2024-04-09,,ELEC,Public,322358,,2023-12-08,,,E,PUBLIC,Parkway Corp - Broad and Race Garage,855-223-5351,2024-04-09T10:25:59Z,GPS,39.95597210942114,-75.16303762793541,Philadelphia,US,,,PA,150 N. Broad St.,19102,,,,,,,,,,,,['J1772'],,,3.0,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.40329,2.25838,"{'station': ['13873'], 'posts': ['AX48-QOZM', 'AX48-UKDM', 'AX48-WXSQ']}",
947,public,24 hours daily,,,2024-04-09,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),49698,,2012-10-15,,,T,,PARKWAY 12 & FILBERT 2,888-758-4389,2024-04-09T01:55:31Z,GPS,39.953071,-75.16003,Philadelphia,US,,,PA,1201 Filbert St,19107,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.14741,1.84658,"{'station': ['USCPIL31203'], 'posts': ['32703']}",
948,public,24 hours daily,,,2023-07-01,,ELEC,Public,149343,,2019-09-30,P,,E,,East Market - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,200-8,39.951387,-75.158569,Philadelphia,US,,,PA,34 South 11th Street,19107,,,,,,,,,,,,['TESLA'],6.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.00898,1.6238,{'station': ['6756']},
949,public,24 hours daily,,A D M V,2024-04-09,,ELEC,Public,260818,,2023-05-13,,,E,PUBLIC,Parkway Corp - 12th & Filbert Garage,855-223-5351,2024-04-09T10:25:56Z,GPS,39.95318717965721,-75.16081642359497,Philadelphia,US,,,PA,1201 Filbert St.,19107,,,,,,,,,,,,['J1772'],,,4.0,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.18127,1.90107,"{'station': ['14654'], 'posts': ['evbox_EVB-P21011075_20400157', 'evbox_EVB-P21011075_20400158', 'evbox_EVB-P21071229_21131075', 'evbox_EVB-P21071229_21131076']}",
950,public,24 hours daily,,,2024-04-09,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),68766,,2015-08-05,,,T,,PARKWAY 8TH & WALNUT,888-758-4389,2024-04-09T03:24:03Z,GPS,39.948033,-75.154625,Philadelphia,US,,,PA,804 Walnut St,19107,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,0.6966,1.12107,"{'station': ['USCPIL802041'], 'posts': ['1064851', '1064861']}",
951,public,24 hours daily,,,2024-04-09,,ELEC,Public,148195,,2019-02-08,,,E,,430901 : Dalian on the Park,800-663-5633,2024-04-09T01:13:00Z,GPS,39.9629139,-75.1731952,Philadelphia,US,,,PA,500 North 21st Street,19130,,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,FREE,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.12051,3.41263,"{'station': ['d0e864cf-fb2a-3dbf-1307-c00000003141'], 'posts': ['43b40005-510e-4bdb-8810-eb62dfccf05f', 'ec7d626f-5a87-3f0b-1307-200000008732', 'ec7d626f-5a87-3f0b-1307-200000008735', 'ec7d626f-5a87-3f0b-1307-200000008739']}",
952,public,24 hours daily,,,2024-04-09,2023-09-11,ELEC,TEMPORARILY UNAVAILABLE (Public),225285,,2016-11-15,,,T,,Center City,800-663-5633,2024-04-09T01:27:21Z,GPS,39.9508908,-75.1587593,Philadelphia,US,,,PA,34 South 11th Street,19107,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,FREE,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,0.9902,1.59357,"{'station': ['d0e864cf-fb2a-3dbf-1307-c00000004368'], 'posts': ['ec7d626f-5a87-3f0b-1307-200000004411', 'ec7d626f-5a87-3f0b-1307-200000004412']}",
953,public,24 hours daily,,,2024-04-09,,ELEC,Public,173445,,2021-01-27,,,E,,EAST MARKET 1100MARKET4,888-758-4389,2024-04-09T03:00:33Z,GPS,39.951346,-75.159522,Philadelphia,US,,,PA,1100 Market St,19107,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.04066,1.67478,"{'station': ['USCPIL345371'], 'posts': ['469801', '469811']}",
954,public,24 hours daily,,,2024-04-09,2023-02-01,ELEC,TEMPORARILY UNAVAILABLE (Public),103634,,2018-09-28,,,T,,EAST MARKET 1100MARKET3,888-758-4389,2024-04-09T03:00:33Z,GPS,39.951352,-75.159563,Philadelphia,US,,,PA,1100 Market St,19107,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.04243,1.67763,"{'station': ['USCPIL345321'], 'posts': ['469701', '469711']}",
955,public,6am-12am daily,,A D Debit M V,2023-07-01,,ELEC,Public,117732,,2018-12-01,P,,E,PARKING_GARAGE,Rodin Place Garage - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,GPS,39.961844,-75.172246,Philadelphia,US,,,PA,420 North 20th Street,19130,,,,,,,,,,,,['TESLA'],10.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.03183,3.26991,{'station': ['6534']},
956,public,24 hours daily,,,2024-04-09,,ELEC,Public,99702,,2018-07-12,,,E,,EAST MARKET 1100MARKET2,888-758-4389,2024-04-09T03:00:33Z,GPS,39.951393,-75.159694,Philadelphia,US,,,PA,15 S 12th Street,19107,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.04918,1.68849,"{'station': ['USCPIL345461'], 'posts': ['470011', '470021']}",
957,public,24 hours daily,,,2024-04-09,,ELEC,Public,173309,,2021-01-27,,,E,,EAST MARKET 1100 MARKET1,888-758-4389,2024-04-09T03:00:33Z,GPS,39.951322,-75.159699,Philadelphia,US,,,PA,15 S 12th Street,19107,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.0457,1.68289,"{'station': ['USCPIL345431'], 'posts': ['9170881', '9170891']}",
958,public,24 hours daily,,A D M V,2024-04-09,,ELEC,Public,260819,,2023-05-13,,,E,PUBLIC,Parkway Corp - Walnut Towers Garage,855-223-5351,2024-04-09T10:25:49Z,GPS,39.94778559359143,-75.15585517510773,Philadelphia,US,,,PA,800 Walnut St.,19107,,,,,,,,,,,,['J1772'],,,2.0,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.72749,1.17078,"{'station': ['14653'], 'posts': ['evbox_EVB-P21031457_21131089', 'evbox_EVB-P21031457_21131090']}",
959,public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2024-02-12,,ELEC,Public - Credit card at all times,326672,LD,2024-01-25,P,False,E,HOTEL,Sheraton Philadelphia Downtown,844-798-2438,2024-02-12T21:24:44Z,GPS,39.9570255519908,-75.1670235188931,Philadelphia,US,,,PA,201 N 17th St,19102,,,,,,,,,,,,['J1772'],,,8.0,SWTCH,https://swtchenergy.com/,,$0.40 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,1.59881,2.57304,,
960,public,24 hours daily,,,2024-04-09,,ELEC,Public,253719,,2023-02-08,,,E,,BARNES BARNES#2,888-758-4389,2024-04-09T05:51:27Z,GPS,39.960609,-75.172056,Philadelphia,US,,,PA,2018 Callowhill St,19130,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.96157,3.15684,"{'station': ['USCPIL13427351'], 'posts': ['22791401']}",
961,public,24 hours daily,,,2024-04-09,,ELEC,Public,253721,,2023-02-08,,,E,,BARNES BARNES#1,888-758-4389,2024-04-09T05:51:27Z,GPS,39.960656,-75.172457,Philadelphia,US,,,PA,2018 Callowhill St,19130,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.97821,3.18362,"{'station': ['USCPIL13427381'], 'posts': ['22791431']}",
962,public,24 hours daily,,,2024-04-09,,ELEC,Public,253720,,2023-02-08,,,E,,BARNES BARNES#3,888-758-4389,2024-04-09T05:51:27Z,GPS,39.960631,-75.172435,Philadelphia,US,,,PA,2018 Callowhill St,19130,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.97614,3.18029,"{'station': ['USCPIL13427361'], 'posts': ['22791411']}",
963,public,,,,2022-10-06,,ELEC,Public,122526,,2019-01-22,P,,E,,Philadelphia Museum of Art - Tesla Destination,215-763-8100  877-798-3752,2023-01-18T15:15:20Z,200-8,39.967117,-75.181341,Philadelphia,US,,,PA,2600 Benjamin Franklin Pkwy,19130,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.62553,4.22538,{'station': ['510018']},
964,public,24 hours daily,,A D M V,2024-04-09,,ELEC,Public,260825,,2023-05-14,,,E,PUBLIC,Parkway Corp - 12th & Walnut Garage,855-223-5351,2024-04-09T10:25:56Z,GPS,39.94899479326762,-75.16108573414387,Philadelphia,US,,,PA,1201 Walnut St.,19107,,,,,,,,,,,,['J1772'],,,6.0,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.97517,1.56938,"{'station': ['13881'], 'posts': ['evbox_EVB-P21011010_20400937', 'evbox_EVB-P21011010_20400938', 'evbox_EVB-P21031454_20400221', 'evbox_EVB-P21031454_20400222', 'evbox_EVB-P21191081_21371257', 'evbox_EVB-P21191081_21371258']}",
965,public,24 hours daily,,,2024-04-09,,ELEC,Public,194849,,2019-02-08,,,E,,530902 : Three Logan Square,800-663-5633,2024-04-09T01:08:53Z,GPS,39.9553097,-75.1692673,Philadelphia,US,,,PA,1717 Arch Street,19103,,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,FREE,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.59011,2.55903,"{'station': ['d0e864cf-fb2a-3dbf-1307-c00000002915'], 'posts': ['ec7d626f-5a87-3f0b-1307-200000008733', 'ec7d626f-5a87-3f0b-1307-200000008736', 'ec7d626f-5a87-3f0b-1307-200000008737', 'ec7d626f-5a87-3f0b-1307-200000008738']}",
966,public,24 hours daily,,,2024-04-09,,ELEC,Public,251989,,2023-01-25,,,E,,TFI LEFT STATION,888-758-4389,2024-04-09T05:49:03Z,GPS,39.95826,-75.173,Philadelphia,US,,,PA,237 N 21st St,19103,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.87423,3.01628,"{'station': ['USCPIL13361851'], 'posts': ['22717731']}",
967,public,24 hours daily,,,2024-04-09,,ELEC,Public,221975,,2022-06-25,,,E,,W GARAGE STATION 2,888-758-4389,2024-04-09T05:06:52Z,GPS,39.95152,-75.165038,Philadelphia,US,,,PA,1439 Chestnut Street,19102,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.24521,2.00397,"{'station': ['USCPIL12400661'], 'posts': ['21521121']}",
968,public,24 hours daily,,,2024-04-09,,ELEC,Public,221889,,2022-06-23,,,E,,W GARAGE STATION 5,888-758-4389,2024-04-09T05:06:53Z,GPS,39.95152,-75.165048,Philadelphia,US,,,PA,1439 Chestnut Street,19102,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.24556,2.00453,"{'station': ['USCPIL12400721'], 'posts': ['21521201']}",
969,public,24 hours daily,,,2024-04-09,,ELEC,Public,221890,,2022-06-23,,,E,,W GARAGE STATION 6,888-758-4389,2024-04-09T05:06:53Z,GPS,39.95152,-75.165059,Philadelphia,US,,,PA,1439 Chestnut Street,19102,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.24595,2.00516,"{'station': ['USCPIL12400741'], 'posts': ['21521221']}",
970,public,24 hours daily,,,2024-04-09,,ELEC,Public,221888,,2022-06-23,,,E,,W GARAGE STATION 1,888-758-4389,2024-04-09T05:06:53Z,GPS,39.95152,-75.16506,Philadelphia,US,,,PA,1439 Chestnut Street,19102,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.24599,2.00523,"{'station': ['USCPIL12400691'], 'posts': ['21521171']}",
971,public,24 hours daily,,,2024-04-09,,ELEC,Public,223407,,2022-07-13,,,E,,W GARAGE STATION4,888-758-4389,2024-04-09T05:00:13Z,GPS,39.951496,-75.165048,Philadelphia,US,,,PA,1439 Chestnut Street,19102,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.24433,2.00256,"{'station': ['USCPIL11434871'], 'posts': ['22206341']}",
972,public,24 hours daily,,,2024-04-09,,ELEC,Public,207334,,2022-03-01,,,E,,INTERPARK CHERRY ST,888-758-4389,2024-04-09T02:02:01Z,GPS,39.955803,-75.170334,Philadelphia,US,,,PA,1815 Cherry St,19103,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.65331,2.66074,"{'station': ['USCPIL101989'], 'posts': ['22406131', '22406141']}",
973,public,24 hours daily,,,2024-04-09,,ELEC,Public,251988,,2023-01-25,,,E,,TFI RIGHT STATION,888-758-4389,2024-04-09T05:49:03Z,GPS,39.958183,-75.173225,Philadelphia,US,,,PA,201 N 21st St,19103,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.87824,3.02273,"{'station': ['USCPIL13361831'], 'posts': ['22717721']}",
974,public,24 hours daily,,,2024-04-09,,ELEC,Public,223406,,2022-07-13,,,E,,W GARAGE STATION 3,888-758-4389,2024-04-09T05:00:07Z,GPS,39.951305,-75.165306,Philadelphia,US,,,PA,1431 Chestnut St,19102,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.24365,2.00146,"{'station': ['USCPIL11423471'], 'posts': ['22206321']}",
975,public,24 hours daily,,A D M V,2024-04-09,,ELEC,Public,321325,,2023-12-03,,,E,PUBLIC,Centre Square Garage,855-223-5351,2024-04-09T10:25:44Z,GPS,39.95185597092988,-75.16660094261171,Philadelphia,US,,,PA,35 South 16th Street,19102,,,,,,,,,,,,['J1772'],,,2.0,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.31791,2.12097,"{'station': ['54810'], 'posts': ['AX48-DEZY', 'AX48-RJVL']}",
976,public,24 hours daily,,,2024-04-09,,ELEC,Public,186730,,2021-03-31,,,E,,LIBERTY PROP STATION 1,888-758-4389,2024-04-09T02:42:51Z,GPS,39.95495,-75.17041,Philadelphia,US,,,PA,1800 Arch St,19103,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.61213,2.59447,"{'station': ['USCPIL181039'], 'posts': ['12980441', '12980451']}",
977,public,24 hours daily,,,2024-04-09,,ELEC,Public,236945,,2022-12-02,,,E,,"Cedar Realty Riverview (Philadelphia, PA)",833-632-2778,2024-04-09T08:24:50Z,GPS,39.93286,-75.14395,Philadelphia,US,,,PA,1100 S Christopher Columbus Blvd,19147,,,,,,,,,,,,['J1772COMBO'],4.0,,,Electrify America,https://www.electrifyamerica.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.46253,0.74437,"{'station': ['110037'], 'posts': ['110037-01', '110037-02', '110037-03', '110037-04']}",
978,public,24 hours daily,,A D M V,2024-04-09,,ELEC,Public,260885,,2023-05-16,,,E,PUBLIC,Parkway Corp - Liberty Place Garage,855-223-5351,2024-04-09T10:25:53Z,GPS,39.95182191611441,-75.16720712184907,Philadelphia,US,,,PA,44 S. 16th St.,19102,,,,,,,,,,,,['J1772'],,,4.0,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.33766,2.15276,"{'station': ['18527'], 'posts': ['evbox_EVB-P21011063_20401059', 'evbox_EVB-P21011063_20401060', 'evbox_EVB-P21011070_21131055', 'evbox_EVB-P21011070_21131056']}",
979,public,24 hours daily,,,2024-04-09,,ELEC,Public,164263,,2019-12-30,,,E,,Edgewater Apartments,800-663-5633,2024-04-09T01:35:31Z,GPS,39.9586233,-75.1781076,Philadelphia,US,,,PA,2323 Race Street,19103,,,,,,,,,,,,['J1772'],,,6.0,Blink Network,http://www.blinkcharging.com/,,"$0.00-$3.00/Hr Variable Parking Fee, $0.30/kWh Energy Fee",,False,,,,,,,,,,,,,,,,,,,,,Public,,2.07404,3.33784,"{'station': ['d0e864cf-fb2a-3dbf-1307-c00000004632'], 'posts': ['ec7d626f-5a87-3f0b-1307-200000010958', 'ec7d626f-5a87-3f0b-1307-200000010959', 'ec7d626f-5a87-3f0b-1307-200000010960', 'ec7d626f-5a87-3f0b-1307-200000010961', 'ec7d626f-5a87-3f0b-1307-200000010962', 'ec7d626f-5a87-3f0b-1307-200000010964']}",
980,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2024-04-09,2024-04-09,ELEC,TEMPORARILY UNAVAILABLE (Public),201943,LD,2021-12-02,,False,T,,Giant Co. 1403 South Christopher Columbus Boulevard,888-264-2208,2024-04-09T10:00:55Z,GPS,39.928755186,-75.142693639,Philadelphia,US,,,PA,1403 South Christopher Columbus Boulevard,19147,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,0.71827,1.15594,"{'station': ['d15eb32c-9beb-4574-9ab9-ce805d06a562'], 'posts': ['58e01764-3d6c-4176-b756-ea53ba900056', 'a8dc09af-1aae-4e95-8c4a-edaa77f75219']}",
981,public,24 hours daily,,,2024-04-09,,ELEC,Public,78278,,2016-09-03,,,E,,1500 LOCUST NEW STATION,888-758-4389,2024-04-09T02:34:03Z,GPS,39.9483,-75.166597,Philadelphia,US,,,PA,1500 Locust St,19102,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.13487,1.8264,"{'station': ['USCPIL155335'], 'posts': ['2239101', '2239111']}",
982,public,24 hours daily,,,2024-04-09,,ELEC,Public,303882,,2023-08-01,,,E,,Philadelphia Zoo,888-356-8911,2024-04-09T11:19:41Z,GPS,39.974442,-75.198288,Philadelphia,US,,,PA,3500 W Girard Ave,19104,,,,,,,,,,,,['J1772'],,,20.0,FLO,https://flo.ca/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.60318,5.79876,"{'station': ['7bd15db9-9e26-4d3b-b6b4-48410ec4efbd'], 'posts': ['00bb9d0c-84b2-4ecc-9d5c-650f7ed037d8', '17debe41-78f1-4f17-8483-ee4a2aaca9dd', '18f8137e-24ff-4b2c-b1af-d48b8bfb6b85', '33c453be-6057-4c2f-beda-38afbf8d39b3', '3941404d-e6f3-4950-9343-a18477747db8', '42f11b57-1f92-43ac-8946-845de6e9f83e', '5c7a44db-8616-482d-a911-c17da6eaad9b', '611d83e5-2393-4241-a7fd-717a486da432', '62d99de0-8b4b-4202-a7e7-d8106f3d3d05', '697bbe41-c198-49b2-afb9-9b7be189f1ed', '6cf525fe-f712-4efb-9807-5382efa843c2', '85819992-ad2a-4599-b301-d2327ec78e49', '87610e8a-a742-48f7-81e8-ddbfb47e96ee', '9da9dd5d-fb86-4a6d-b587-65b2ff66b0b2', 'b0a972b5-6b2d-4af3-87ec-bfb6c58aa910', 'bccf37c5-147f-4799-b16f-f176235909aa', 'c212f26e-a856-4c72-8151-c996b19a2a50', 'c222a111-90b1-481f-bc24-7cd20ac99b4d', 'df98e1df-83f3-488b-bcd0-f879709f6f0b', 'ea04904f-0cd5-47f0-889a-5720fcc75d71']}",
983,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2024-04-09,2024-04-09,ELEC,TEMPORARILY UNAVAILABLE (Public),187286,,2021-04-05,,False,T,,Riverwalk (PMC),888-264-2208,2024-04-09T10:05:40Z,GPS,39.956541,-75.177984,Philadelphia,US,,,PA,60 North 23rd Street,19103,,,,,,,,,,,,['J1772'],,,4.0,Volta,https://voltacharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.96256,3.15843,"{'station': ['f4336ca7-45d3-433b-989c-e516d5667f45'], 'posts': ['3a97fcd2-61ef-48a1-b679-3268c89fb135', '9c317c07-3878-4497-997a-967ce1b059cc', 'aa074931-5290-4afe-99e5-7b62eb9854ce', 'd34fe0a3-3e0e-44b3-ad4e-cf97a504611c']}",
984,public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2024-04-09,,ELEC,Public,182991,,2021-01-27,,,E,,10 RITTENHOUSE EV 1,888-758-4389,2024-04-09T03:22:55Z,GPS,39.950652,-75.170903,Philadelphia,US,,,PA,130 S 18th St,19103,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.40855,2.26684,"{'station': ['USCPIL789971'], 'posts': ['1072911', '1072921']}",
985,public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2024-04-09,,ELEC,Public,182992,,2021-01-27,,,E,,10 RITTENHOUSE EV 2,888-758-4389,2024-04-09T03:22:59Z,GPS,39.950647,-75.170902,Philadelphia,US,,,PA,130 S 18th St,19103,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.40826,2.26637,"{'station': ['USCPIL789981'], 'posts': ['1049221', '1049231']}",
986,public,24 hours daily,,,2024-04-09,,ELEC,Public,201050,,2021-11-12,,,E,,South Port Plaza,888-998-2546,2024-04-09T01:16:30Z,GPS,39.927123,-75.14554,Philadelphia,US,.||,,PA,1600 S Christopher Columbus Blvd,19148,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",4.0,,,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.7013,1.12863,"{'station': ['465ba1dd-d734-8158-93cc-330000640596'], 'posts': ['172826be-81d0-449e-bef0-361531b38f1b', '682f70c8-ba77-438a-a32e-6ef357d35356', '7ea21a75-592b-46d7-89d8-7cf26ba03fb0', 'dc7ee849-ecda-4730-a124-13a27c71fd56']}",
987,public,,,,2024-04-09,,ELEC,Public,163944,,2020-06-26,,,E,,Rittenhouse Parking Garage,866-816-7584,2024-04-09T09:08:35Z,GPS,39.950438,-75.174115,Philadelphia,US,,,PA,2000 Walnut Street,19103,,,,,,,,,,,,['J1772'],,,2.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.51145,2.43244,"{'station': ['9517b91c-b223-4b96-a918-a902377cac8f'], 'posts': ['6334036a769d34776391f87f', '6334036a769d34776391f880']}",
988,public,24 hours daily,,A D M V,2024-04-09,,ELEC,Public,262563,,2023-06-11,,,E,PUBLIC,Parkway Corp - 2400 Market,855-223-5351,2024-04-09T10:25:45Z,GPS,39.9536,-75.178305,Philadelphia,US,,,PA,"12 S. 23rd St, Philadelphia PA",19103,,,,,,,,,,,,['J1772'],,,2.0,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.82268,2.93332,"{'station': ['53158'], 'posts': ['evbox_EVB-P21071032_21371395', 'evbox_EVB-P21071032_21371396']}",
